"competicion","week","date","match_id","personId","firstName","lastName","player","team","player_id","uniformNumber","isCaptain","CB","AS","BS","BSR","DR","OR","REB","FD","FG2A","FG2M","FG2P","FG3A","FG3M","FG3P","FGA","FGM","FGP","FTA","FTM","FTP","FGIA","FGIM","FGIP","PF","PTS","ST","TO","TP","PM","EFF","Starter","HasPlayed","equipo","op_equipo"
"FIBA Europe Cup",45,2025-11-04,128761,"284124","Nijal","Pearson","Nijal Pearson","A","P_284124","77",FALSE,FALSE,2,1,0,4,1,5,1,7,2,28.6,2,1,50,9,3,33.3,2,2,100,5,1,20,2,9,0,2,"18:9",12,9,FALSE,TRUE,"Anwil Wloclawek","Basketball Lowen Braunschweig"
"FIBA Europe Cup",45,2025-11-04,128761,"259727","Justas","Furmanavicius","Justas Furmanavicius","A","P_259727","8",FALSE,FALSE,1,0,0,0,0,0,2,1,1,100,2,0,0,3,1,33.3,1,0,0,1,1,100,2,2,0,0,"12:35",-5,0,FALSE,TRUE,"Anwil Wloclawek","Basketball Lowen Braunschweig"
"FIBA Europe Cup",45,2025-11-04,128761,"398707","Adrian","Worthy","Adrian Worthy","B","P_398707","0",FALSE,FALSE,0,0,0,1,0,1,2,6,2,33.3,3,1,33.3,9,3,33.3,0,0,0,6,2,33.3,4,7,2,3,"21:49",-10,1,TRUE,TRUE,"Basketball Lowen Braunschweig","Anwil Wloclawek"
"FIBA Europe Cup",45,2025-11-04,128761,"345440","David","N'Guessan","David N'Guessan","B","P_345440","1",FALSE,FALSE,1,0,0,2,2,4,6,4,1,25,1,1,100,5,2,40,10,5,50,4,1,25,0,10,2,2,"23:55",2,7,FALSE,TRUE,"Basketball Lowen Braunschweig","Anwil Wloclawek"
"FIBA Europe Cup",45,2025-11-04,128761,"376740","Romario","Holloway","Romario Holloway","B","P_376740","11",FALSE,FALSE,1,0,0,0,0,0,0,2,1,50,0,0,0,2,1,50,0,0,0,2,1,50,1,2,0,1,"8:13",-14,1,FALSE,TRUE,"Basketball Lowen Braunschweig","Anwil Wloclawek"
"FIBA Europe Cup",45,2025-11-04,128761,"364862","Eliah","Braun","Eliah Braun","B","P_364862","12",FALSE,FALSE,0,2,0,3,1,4,2,1,0,0,0,0,0,1,0,0,2,1,50,1,0,0,4,1,1,2,"19:8",-1,4,TRUE,TRUE,"Basketball Lowen Braunschweig","Anwil Wloclawek"
"FIBA Europe Cup",45,2025-11-04,128761,"238373","Barra","Njie","Barra Njie","B","P_238373","13",FALSE,FALSE,5,0,0,2,1,3,6,5,3,60,3,1,33.3,8,4,50,7,6,85.7,5,3,60,2,15,1,3,"24:54",-8,16,FALSE,TRUE,"Basketball Lowen Braunschweig","Anwil Wloclawek"
"FIBA Europe Cup",45,2025-11-04,128761,"267013","Benjamin","Schroder","Benjamin Schroder","B","P_267013","2",FALSE,FALSE,0,0,0,2,3,5,3,2,1,50,1,0,0,3,1,33.3,6,4,66.7,2,1,50,1,6,1,1,"19:43",-13,7,FALSE,TRUE,"Basketball Lowen Braunschweig","Anwil Wloclawek"
"FIBA Europe Cup",45,2025-11-04,128761,"321525","Leonhard","Laar","Leonhard Laar","B","P_321525","21",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0:0",0,0,FALSE,FALSE,"Basketball Lowen Braunschweig","Anwil Wloclawek"
"FIBA Europe Cup",45,2025-11-04,128761,"348007","Grant","Sherfield","Grant Sherfield","B","P_348007","25",FALSE,FALSE,5,0,0,1,0,1,2,4,1,25,5,1,20,9,2,22.2,2,1,50,4,1,25,5,6,1,1,"18:39",-18,4,FALSE,TRUE,"Basketball Lowen Braunschweig","Anwil Wloclawek"
"FIBA Europe Cup",45,2025-11-04,128761,"289459","Josh","Hawley","Josh Hawley","B","P_289459","3",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0:0",0,0,FALSE,FALSE,"Basketball Lowen Braunschweig","Anwil Wloclawek"
"FIBA Europe Cup",45,2025-11-04,128761,"274084","Chip","Flanigan","Chip Flanigan","B","P_274084","30",TRUE,FALSE,1,0,0,2,3,5,0,2,2,100,2,0,0,4,2,50,1,1,100,1,1,100,1,5,3,3,"27:13",-13,9,TRUE,TRUE,"Basketball Lowen Braunschweig","Anwil Wloclawek"
"FIBA Europe Cup",45,2025-11-04,128761,"256181","Luka","Scuka","Luka Scuka","B","P_256181","5",FALSE,FALSE,0,2,0,2,1,3,1,4,1,25,7,2,28.6,11,3,27.3,2,2,100,3,1,33.3,5,10,0,0,"17:25",-19,7,TRUE,TRUE,"Basketball Lowen Braunschweig","Anwil Wloclawek"
"FIBA Europe Cup",45,2025-11-04,128761,"211517","Ferdinand","Zylka","Ferdinand Zylka","B","P_211517","6",FALSE,FALSE,1,0,0,3,0,3,2,4,1,25,4,0,0,8,1,12.5,2,1,50,3,1,33.3,3,3,0,2,"19:1",-1,-3,TRUE,TRUE,"Basketball Lowen Braunschweig","Anwil Wloclawek"
"FIBA Europe Cup",45,2025-11-04,128774,"325639","Nathan","Johnson","Nathan Johnson","A","P_325639","10",FALSE,FALSE,3,0,0,2,0,2,2,5,3,60,6,3,50,11,6,54.5,2,2,100,4,3,75,2,17,0,1,"29:57",14,16,TRUE,TRUE," Dinamo BDS Sassari","Sporting CP"
"FIBA Europe Cup",45,2025-11-04,128774,"169441","Marco","Ceron","Marco Ceron","A","P_169441","11",FALSE,FALSE,0,0,0,3,0,3,1,1,0,0,1,1,100,2,1,50,2,1,50,1,0,0,1,4,0,2,"8:27",-2,3,FALSE,TRUE," Dinamo BDS Sassari","Sporting CP"
"FIBA Europe Cup",45,2025-11-04,128774,"403146","Enrico","Casu","Enrico Casu","A","P_403146","14",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0:0",0,0,FALSE,FALSE," Dinamo BDS Sassari","Sporting CP"
"FIBA Europe Cup",45,2025-11-04,128774,"375456","Carlos","Marshall","Carlos Marshall","A","P_375456","2",FALSE,FALSE,2,0,0,4,0,4,6,2,2,100,7,4,57.1,9,6,66.7,4,1,25,1,1,100,3,17,1,2,"27:20",18,16,TRUE,TRUE," Dinamo BDS Sassari","Sporting CP"
"FIBA Europe Cup",45,2025-11-04,128774,"268722","Luca","Vincini","Luca Vincini","A","P_268722","22",FALSE,FALSE,0,1,0,1,2,3,6,1,0,0,0,0,0,1,0,0,6,3,50,0,0,0,3,3,1,1,"13:20",8,3,FALSE,TRUE," Dinamo BDS Sassari","Sporting CP"
"FIBA Europe Cup",45,2025-11-04,128774,"225999","Andrea","Mezzanotte","Andrea Mezzanotte","A","P_225999","24",FALSE,FALSE,0,1,0,2,0,2,0,0,0,0,2,1,50,2,1,50,0,0,0,0,0,0,2,3,0,0,"12:1",0,5,FALSE,TRUE," Dinamo BDS Sassari","Sporting CP"
"FIBA Europe Cup",45,2025-11-04,128774,"249072","Rashawn","Thomas","Rashawn Thomas","A","P_249072","25",TRUE,FALSE,5,1,0,4,1,5,5,7,4,57.1,3,2,66.7,10,6,60,6,4,66.7,5,4,80,5,18,1,2,"26:41",12,22,TRUE,TRUE," Dinamo BDS Sassari","Sporting CP"
"FIBA Europe Cup",45,2025-11-04,128774,"271613","Nicholas","McGlynn","Nicholas McGlynn","A","P_271613","29",FALSE,FALSE,4,0,0,7,1,8,0,6,4,66.7,0,0,0,6,4,66.7,0,0,0,5,3,60,1,8,1,2,"24:57",13,17,TRUE,TRUE," Dinamo BDS Sassari","Sporting CP"
"FIBA Europe Cup",45,2025-11-04,128774,"286173","Desure","Buie","Desure Buie","A","P_286173","4",FALSE,FALSE,7,0,0,3,0,3,0,3,2,66.7,3,0,0,6,2,33.3,0,0,0,1,1,100,1,4,1,1,"26:22",15,10,TRUE,TRUE," Dinamo BDS Sassari","Sporting CP"
"FIBA Europe Cup",45,2025-11-04,128774,"273372","Alessandro","Zanelli","Alessandro Zanelli","A","P_273372","6",FALSE,FALSE,2,0,0,1,0,1,2,2,2,100,3,0,0,5,2,40,3,3,100,2,2,100,0,7,1,2,"16:45",5,6,FALSE,TRUE," Dinamo BDS Sassari","Sporting CP"
"FIBA Europe Cup",45,2025-11-04,128774,"348551","Fadilou","Seck","Fadilou Seck","A","P_348551","7",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1:43",-4,0,FALSE,FALSE," Dinamo BDS Sassari","Sporting CP"
"FIBA Europe Cup",45,2025-11-04,128774,"204561","Laurynas","Beliauskas","Laurynas Beliauskas","A","P_204561","9",FALSE,FALSE,1,0,0,2,0,2,2,1,0,0,2,2,100,3,2,66.7,2,2,100,1,0,0,3,8,0,1,"12:27",6,9,FALSE,TRUE," Dinamo BDS Sassari","Sporting CP"
"FIBA Europe Cup",45,2025-11-04,128774,"217265","Brandon","Johns","Brandon Johns","B","P_217265","0",FALSE,FALSE,3,1,0,3,6,9,7,9,6,66.7,1,1,100,10,7,70,14,9,64.3,8,6,75,4,24,1,2,"37:17",-19,28,TRUE,TRUE,"Sporting CP"," Dinamo BDS Sassari"
"FIBA Europe Cup",45,2025-11-04,128774,"307349","Uwais","Razaque","Uwais Razaque","B","P_307349","1",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0:0",0,0,FALSE,FALSE,"Sporting CP"," Dinamo BDS Sassari"
